12,40,ゆうわく
12,42,むしのさざめき
12,46,ちょうのまい
13,1,いとをはく
13,1,どくばり
13,15,むしくい
14,1,かたくなる
14,7,かたくなる
15,1,みだれづき
15,10,みだれづき
15,13,きあいだめ
15,16,ダブルニードル
15,19,いかり
15,22,おいうち
15,25,どくびし
15,28,ミサイルばり
15,31,こうそくいどう
15,34,ダメおし
15,37,どくづき
15,40,がむしゃら
16,1,たいあたり
16,5,すなかけ
16,9,かぜおこし
16,13,でんこうせっか
16,17,ふきとばし
16,21,たつまき
16,25,フェザーダンス
16,29,こうそくいどう
16,33,つばさでうつ
16,37,はねやすめ
16,41,おいかぜ
16,45,オウムがえし
16,49,エアスラッシュ
16,53,ぼうふう
17,1,かぜおこし
17,1,すなかけ
17,1,たいあたり
17,5,すなかけ
17,9,かぜおこし
17,13,でんこうせっか
17,17,ふきとばし
17,22,たつまき
17,27,フェザーダンス
17,32,こうそくいどう
17,37,つばさでうつ
17,42,はねやすめ
17,47,おいかぜ
17,52,オウムがえし
17,57,エアスラッシュ
17,62,ぼうふう
18,1,かぜおこし
18,1,すなかけ
18,1,たいあたり
18,1,でんこうせっか
18,5,すなかけ
18,9,かぜおこし
18,13,でんこうせっか
18,17,ふきとばし
18,22,たつまき
18,27,フェザーダンス
18,32,こうそくいどう
18,38,つばさでうつ
18,44,はねやすめ
18,50,おいかぜ
18,56,オウムがえし
18,62,エアスラッシュ
18,68,ぼうふう
19,1,しっぽをふる
19,1,たいあたり
19,4,でんこうせっか
19,7,きあいだめ
19,10,かみつく
19,13,おいうち
19,16,ひっさつまえば
19,19,ふいうち
19,22,かみくだく
19,25,ダメおし
19,28,いかりのまえば
19,31,すてみタックル
19,34,がむしゃら
20,1,きあいだめ
20,1,しっぽをふる
20,1,たいあたり
20,1,つるぎのまい
20,1,でんこうせっか
20,4,でんこうせっか
20,7,きあいだめ
20,10,かみつく
20,13,おいうち
20,16,ひっさつまえば
20,19,ふいうち
20,20,こわいかお
20,24,かみくだく
20,29,ダメおし
20,34,いかりのまえば
20,39,すてみタックル
20,44,がむしゃら
21,1,つつく
21,1,なきごえ
21,5,にらみつける
21,9,みだれづき
21,13,おいうち
21,17,つばめがえし
21,21,オウムがえし
21,25,こうそくいどう
21,29,ダメおし
21,33,はねやすめ
21,37,ドリルくちばし
22,1,ついばむ
22,1,つつく
22,1,なきごえ
22,1,にらみつける
22,1,みだれづき
22,5,にらみつける
22,9,みだれづき
22,13,おいうち
22,17,つばめがえし
22,23,オウムがえし
22,29,こうそくいどう
22,35,ダメおし
22,41,はねやすめ
22,47,ドリルくちばし
22,53,ドリルライナー
23,1,にらみつける
23,1,まきつく
23,4,どくばり
23,9,かみつく
23,12,へびにらみ
23,17,いやなおと
23,20,ようかいえき
23,25,たくわえる
23,25,のみこむ
23,25,はきだす
23,28,アシッドボム
23,33,どろばくだん
23,36,いえき
23,41,くろいきり
23,44,とぐろをまく
23,49,ダストシュート
24,1,かみつく
24,1,かみなりのキバ
24,1,こおりのキバ
24,1,どくばり
24,1,にらみつける
24,1,ほのおのキバ
24,1,まきつく
24,4,どくばり
24,9,かみつく
24,12,へびにらみ
24,17,いやなおと
24,20,ようかいえき
24,22,かみくだく
24,27,たくわえる
24,27,のみこむ
24,27,はきだす
24,32,アシッドボム
24,39,どろばくだん
24,44,いえき
24,51,くろいきり
24,56,とぐろをまく
24,63,ダストシュート
25,1,でんきショック
25,1,なきごえ
25,5,しっぽをふる
25,10,でんじは
25,13,でんこうせっか
25,18,エレキボール
25,21,かげぶんしん
25,26,たたきつける
25,29,１０まんボルト
25,34,フェイント
25,37,こうそくいどう
25,42,ほうでん
25,45,ひかりのかべ
25,50,かみなり
26,1,しっぽをふる
26,1,１０まんボルト
26,1,でんきショック
26,1,でんこうせっか
27,1,ひっかく
27,1,まるくなる
27,3,すなかけ
27,5,どくばり
27,7,ころがる
27,9,こうそくスピン
27,11,スピードスター
27,14,れんぞくぎり
27,17,マグニチュード
27,20,みだれひっかき
27,23,すなじごく
27,26,きりさく
27,30,あなをほる
27,34,ジャイロボール
27,38,つるぎのまい
27,42,すなあらし
27,46,じしん
28,1,すなかけ
28,1,どくばり
28,1,ひっかく
28,1,まるくなる
28,3,すなかけ
28,5,どくばり
28,7,ころがる
28,9,こうそくスピン
28,11,スピードスター
28,14,れんぞくぎり
28,17,マグニチュード
28,20,みだれひっかき
28,22,ブレイククロー
28,23,すなじごく
28,26,きりさく
28,30,あなをほる
28,34,ジャイロボール
28,38,つるぎのまい
28,42,すなあらし
28,46,じしん
29,1,なきごえ
29,1,ひっかく
29,7,しっぽをふる
29,9,にどげり
29,13,どくばり
29,19,みだれひっかき
29,21,かみつく
29,25,てだすけ
29,31,どくびし
29,33,おだてる
29,37,かみくだく
29,43,ゆうわく
29,45,どくどくのキバ
30,1,なきごえ
30,1,ひっかく
30,7,しっぽをふる
30,9,にどげり
30,13,どくばり
30,20,みだれひっかき
30,23,かみつく
30,28,てだすけ
30,35,どくびし
30,38,おだてる
30,43,かみくだく
30,50,ゆうわく
30,58,どくどくのキバ
31,1,しっぽをふる
31,1,どくばり
31,1,にどげり
31,1,ひっかく
31,23,なしくずし
31,35,のしかかり
31,43,だいちのちから
31,58,ばかぢから
32,1,つつく
32,1,にらみつける
32,7,きあいだめ
32,9,にどげり
32,13,どくばり
32,19,みだれづき
32,21,つのでつく
32,25,てだすけ
32,31,どくびし
32,33,おだてる
32,37,どくづき
32,43,ゆうわく
32,45,つのドリル
33,1,つつく
33,1,にらみつける
33,7,きあいだめ
33,9,にどげり
33,13,どくばり
33,20,みだれづき
33,23,つのでつく
33,28,てだすけ
33,35,どくびし
33,38,おだてる
33,43,どくづき
33,50,ゆうわく
33,58,つのドリル
34,1,きあいだめ
34,1,つつく
34,1,どくばり
34,1,にどげり
34,23,なしくずし
34,35,あばれる
34,43,だいちのちから
34,58,メガホーン
35,1,なきごえ
35,1,はたく
35,4,アンコール
35,7,うたう
35,10,おうふくビンタ
35,13,まるくなる
35,16,このゆびとまれ
35,19,ギフトパス
35,22,めざましビンタ
35,25,ちいさくなる
35,28,アシストパワー
35,31,ゆびをふる
35,34,コスモパワー
35,37,おまじない
35,40,のしかかり
35,43,つきのひかり
35,46,ひかりのかべ
35,49,じゅうりょく
35,52,コメットパンチ
35,55,いやしのねがい
35,58,おさきにどうぞ
36,1,うたう
36,1,おうふくビンタ
36,1,ちいさくなる
36,1,ゆびをふる
37,1,ひのこ
37,4,しっぽをふる
37,7,ほえる
37,10,でんこうせっか
37,12,ほのおのうず
37,15,あやしいひかり
37,18,ふういん
37,20,だましうち
37,23,はじけるほのお
37,26,おにび
37,28,たたりめ
37,31,しっぺがえし
37,34,かえんほうしゃ
37,36,しんぴのまもり
37,39,じんつうりき
37,42,だいもんじ
37,44,おんねん
37,47,ゆうわく
37,50,れんごく
38,1,あやしいひかり
38,1,しんぴのまもり
38,1,でんこうせっか
38,1,ひのこ
38,1,わるだくみ
39,1,うたう
39,5,まるくなる
39,9,はたく
39,13,かなしばり
39,17,りんしょう
39,21,ころがる
39,25,おうふくビンタ
39,29,ねむる
39,33,のしかかり
39,37,ジャイロボール
39,41,めざましビンタ
39,45,ものまね
39,49,ハイパーボイス
39,53,すてみタックル
40,1,うたう
40,1,おうふくビンタ
40,1,かなしばり
40,1,まるくなる
41,1,きゅうけつ
41,4,ちょうおんぱ
41,8,おどろかす
41,12,かみつく
41,15,つばさでうつ
41,19,あやしいひかり
41,23,スピードスター
41,26,エアカッター
41,30,アクロバット
41,34,くろいまなざし
41,37,どくどくのキバ
41,41,くろいきり
41,45,エアスラッシュ
42,1,いやなおと
42,1,おどろかす
42,1,きゅうけつ
42,1,ちょうおんぱ
42,4,ちょうおんぱ
42,8,おどろかす
42,12,かみつく
42,15,つばさでうつ
42,19,あやしいひかり
42,24,スピードスター
42,28,エアカッター
42,33,アクロバット
42,38,くろいまなざし
42,42,どくどくのキバ
42,47,くろいきり
42,52,エアスラッシュ
43,1,すいとる
43,5,あまいかおり
43,9,ようかいえき
43,13,どくのこな
43,15,しびれごな
43,17,ねむりごな
43,21,メガドレイン
43,25,おまじない
43,29,しぜんのめぐみ
43,33,つきのひかり
43,37,ギガドレイン
43,41,はなびらのまい
44,1,あまいかおり
44,1,すいとる
44,1,ようかいえき
44,5,あまいかおり
44,9,ようかいえき
44,13,どくのこな
44,15,しびれごな
44,17,ねむりごな
44,23,メガドレイン
44,29,おまじない
44,35,しぜんのめぐみ
44,41,つきのひかり
44,47,ギガドレイン
44,53,はなびらのまい
45,1,アロマセラピー
45,1,しびれごな
45,1,どくのこな
45,1,メガドレイン
45,53,はなびらのまい
45,65,ソーラービーム
46,1,ひっかく
46,6,しびれごな
46,6,どくのこな
46,11,きゅうけつ
46,17,れんぞくぎり
46,22,キノコのほうし
46,27,きりさく
46,33,せいちょう
46,38,ギガドレイン
46,43,アロマセラピー
46,49,いかりのこな
46,54,シザークロス
47,1,きゅうけつ
47,1,クロスポイズン
47,1,しびれごな
47,1,どくのこな
47,1,ひっかく
47,6,しびれごな
47,6,どくのこな
47,11,きゅうけつ
47,17,れんぞくぎり
47,22,キノコのほうし
47,29,きりさく
47,37,せいちょう
47,44,ギガドレイン
47,51,アロマセラピー
47,59,いかりのこな
47,66,シザークロス
48,1,かなしばり
48,1,たいあたり
48,1,みやぶる
48,5,ちょうおんぱ
48,11,ねんりき
48,13,どくのこな
48,17,きゅうけつ
48,23,しびれごな
48,25,サイケこうせん
48,29,ねむりごな
48,35,シグナルビーム
48,37,しねんのずつき
48,41,どくどくのキバ
48,47,サイコキネシス
49,1,かなしばり
49,1,ぎんいろのかぜ
49,1,たいあたり
49,1,ちょうおんぱ
49,1,みやぶる
49,5,ちょうおんぱ
49,11,ねんりき
49,13,どくのこな
49,17,きゅうけつ
49,23,しびれごな
49,25,サイケこうせん
49,29,ねむりごな
49,31,かぜおこし
49,37,シグナルビーム
49,41,しねんのずつき
49,47,どくどくのキバ
49,55,サイコキネシス
49,59,むしのさざめき
49,63,ちょうのまい
50,1,すなかけ
50,1,ひっかく
50,4,なきごえ
50,7,おどろかす
50,12,どろかけ
50,15,マグニチュード
50,18,じならし
50,23,ふいうち
50,26,どろばくだん
50,29,だいちのちから
50,34,あなをほる
50,37,きりさく
50,40,じしん
50,45,じわれ
51,1,すなかけ
51,1,つじぎり
51,1,トライアタック
51,1,なきごえ
51,1,ひっかく
51,4,なきごえ
51,7,おどろかす
51,12,どろかけ
51,15,マグニチュード
51,18,じならし
51,23,ふいうち
51,26,すなじごく
51,28,どろばくだん
51,33,だいちのちから
51,40,あなをほる
51,45,きりさく
51,50,じしん
51,57,じわれ
52,1,なきごえ
52,1,ひっかく
52,6,かみつく
52,9,ねこだまし
52,14,みだれひっかき
52,17,いやなおと
52,22,だましうち
52,25,ちょうはつ
52,30,ネコにこばん
52,33,きりさく
52,38,わるだくみ
52,41,ダメおし
52,46,ゆうわく
52,49,つじぎり
52,54,フェイント
53,1,かみつく
53,1,すりかえ
53,1,なきごえ
53,1,ねこだまし
53,1,ひっかく
53,6,かみつく
53,9,ねこだまし
53,14,みだれひっかき
53,17,いやなおと
53,22,だましうち
53,25,ちょうはつ
53,28,スピードスター
53,32,パワージェム
53,37,きりさく
53,44,わるだくみ
53,49,ダメおし
53,56,ゆうわく
53,61,つじぎり
53,68,フェイント
54,1,ひっかく
54,1,みずあそび
54,4,しっぽをふる
54,8,みずでっぽう
54,11,かなしばり
54,15,ねんりき
54,18,みずのはどう
54,22,みだれひっかき
54,25,いやなおと
54,29,しねんのずつき
54,32,アクアテール
54,36,みずびたし
54,39,じこあんじ
54,43,ドわすれ
54,46,ハイドロポンプ
54,50,ワンダールーム
55,1,アクアジェット
55,1,しっぽをふる
55,1,ひっかく
55,1,みずあそび
55,1,みずでっぽう
55,4,しっぽをふる
55,8,みずでっぽう
55,11,かなしばり
55,15,ねんりき
55,18,みずのはどう
55,22,みだれひっかき
55,25,いやなおと
55,29,しねんのずつき
55,32,アクアテール
55,38,みずびたし
55,43,じこあんじ
55,49,ドわすれ
55,54,ハイドロポンプ
55,60,ワンダールーム
56,1,きあいだめ
56,1,けたぐり
56,1,にらみつける
56,1,ひっかく
56,1,ほしがる
56,9,みだれひっかき
56,13,からてチョップ
56,17,ちきゅうなげ
56,21,いやなおと
56,25,ダメおし
56,33,いばる
56,37,クロスチョップ
56,41,あばれる
56,45,おしおき
56,49,インファイト
56,53,いのちがけ
57,1,きあいだめ
57,1,けたぐり
57,1,なげつける
57,1,にらみつける
57,1,ひっかく
57,9,みだれひっかき
57,13,からてチョップ
57,17,ちきゅうなげ
57,21,いやなおと
57,25,ダメおし
57,28,いかり
57,35,いばる
57,41,クロスチョップ
57,47,あばれる
57,53,おしおき
57,59,インファイト
57,63,いのちがけ
58,1,かみつく
58,1,ほえる
58,6,ひのこ
58,8,にらみつける
58,10,かぎわける
58,12,てだすけ
58,17,かえんぐるま
58,19,きしかいせい
58,21,ほのおのキバ
58,23,とっしん
58,28,はじけるほのお
58,30,こうそくいどう
58,32,かたきうち
58,34,かえんほうしゃ
58,39,かみくだく
58,41,ねっぷう
58,43,げきりん
58,45,フレアドライブ
59,1,かぎわける
59,1,かみつく
59,1,かみなりのキバ
59,1,ほえる
59,1,ほのおのキバ
59,34,しんそく
60,1,みずあそび
60,5,あわ
60,8,さいみんじゅつ
60,11,みずでっぽう
60,15,おうふくビンタ
60,18,あまごい
60,21,のしかかり
60,25,バブルこうせん
60,28,マッドショット
60,31,はらだいこ
60,35,めざましビンタ
60,38,ハイドロポンプ
60,41,どろばくだん
61,1,あわ
61,1,さいみんじゅつ
61,1,みずあそび
61,5,あわ
61,8,さいみんじゅつ
61,11,みずでっぽう
61,15,おうふくビンタ
61,18,あまごい
61,21,のしかかり
61,27,バブルこうせん
61,32,マッドショット
61,37,はらだいこ
61,43,めざましビンタ
61,48,ハイドロポンプ
61,53,どろばくだん
62,1,おうふくビンタ
62,1,さいみんじゅつ
62,1,じごくぐるま
62,1,バブルこうせん
62,32,ばくれつパンチ
62,43,こころのめ
62,53,ともえなげ
63,1,テレポート
64,1,スプーンまげ
64,1,テレポート
64,1,ねんりき
64,16,ねんりき
64,18,かなしばり
64,22,ミラクルアイ
64,24,サイドチェンジ
64,28,サイケこうせん
64,30,リフレクター
64,34,テレキネシス
64,36,じこさいせい
64,40,サイコカッター
64,42,なりきり
64,46,サイコキネシス
64,48,みらいよち
64,52,トリック
65,1,スプーンまげ
65,1,テレポート
65,1,ねんりき
65,16,ねんりき
65,18,かなしばり
65,22,ミラクルアイ
65,24,サイドチェンジ
65,28,サイケこうせん
65,30,リフレクター
65,34,テレキネシス
65,36,じこさいせい
65,40,サイコカッター
65,42,めいそう
65,46,サイコキネシス
65,48,みらいよち
65,52,トリック
66,1,けたぐり
66,1,にらみつける
66,7,きあいだめ
66,10,からてチョップ
66,13,ローキック
66,19,みやぶる
66,22,ちきゅうなげ
66,25,リベンジ
66,31,あてみなげ
66,34,じごくぐるま
66,37,めざましビンタ
66,43,クロスチョップ
66,46,こわいかお
66,49,ばくれつパンチ
67,1,からてチョップ
67,1,きあいだめ
67,1,けたぐり
67,1,にらみつける
67,7,きあいだめ
67,10,からてチョップ
67,13,ローキック
67,19,みやぶる
67,22,ちきゅうなげ
67,25,リベンジ
67,32,あてみなげ
67,36,じごくぐるま
67,40,めざましビンタ
67,44,クロスチョップ
67,51,こわいかお
67,55,ばくれつパンチ
68,1,からてチョップ
68,1,きあいだめ
68,1,けたぐり
68,1,にらみつける
68,1,ワイドガード
68,7,きあいだめ
68,10,からてチョップ
68,13,ローキック
68,19,みやぶる
68,22,ちきゅうなげ
68,25,リベンジ
68,32,あてみなげ
68,36,じごくぐるま
68,40,めざましビンタ
68,44,クロスチョップ
68,51,こわいかお
68,55,ばくれつパンチ
69,1,つるのムチ
69,7,せいちょう
69,11,まきつく
69,13,ねむりごな
69,15,どくのこな
69,17,しびれごな
69,23,ようかいえき
69,27,はたきおとす
69,29,あまいかおり
69,35,いえき
69,39,はっぱカッター
69,41,たたきつける
69,47,しぼりとる
70,1,せいちょう
70,1,つるのムチ
70,1,まきつく
70,7,せいちょう
70,11,まきつく
70,13,ねむりごな
70,15,どくのこな
70,17,しびれごな
70,23,ようかいえき
70,27,はたきおとす
70,29,あまいかおり
70,35,いえき
70,39,はっぱカッター
70,41,たたきつける
70,47,しぼりとる
71,1,あまいかおり
71,1,たくわえる
71,1,つるのムチ
71,1,ねむりごな
71,1,のみこむ
71,1,はきだす
71,1,はっぱカッター
71,27,グラスミキサー
71,47,リーフストーム
71,47,リーフブレード
72,1,どくばり
72,5,ちょうおんぱ
72,8,からみつく
72,12,ようかいえき
72,15,どくびし
72,19,バブルこうせん
72,22,まきつく
72,26,アシッドボム
72,29,バリアー
72,33,みずのはどう
72,36,どくづき
72,40,いやなおと
72,43,たたりめ
72,47,ハイドロポンプ
72,50,ヘドロウェーブ
72,54,しぼりとる
73,1,からみつく
73,1,ちょうおんぱ
73,1,どくばり
73,5,ちょうおんぱ
73,8,からみつく
73,12,ようかいえき
73,15,どくびし
73,19,バブルこうせん
73,22,まきつく
73,26,アシッドボム
73,29,バリアー
73,34,みずのはどう
73,38,どくづき
73,43,いやなおと
73,47,たたりめ
73,52,ハイドロポンプ
73,56,ヘドロウェーブ
73,61,しぼりとる
74,1,たいあたり
74,1,まるくなる
74,4,どろあそび
74,8,ロックカット
74,11,いわおとし
74,15,マグニチュード
74,18,ころがる
74,22,ロックブラスト
74,25,うちおとす
74,29,じばく
74,32,じならし
74,36,ステルスロック
74,39,じしん
74,43,だいばくはつ
74,46,すてみタックル
74,50,ストーンエッジ
75,1,たいあたり
75,1,どろあそび
75,1,まるくなる
75,1,ロックカット
75,4,どろあそび
75,8,ロックカット
75,11,いわおとし
75,15,マグニチュード
75,18,ころがる
75,22,ロックブラスト
75,27,うちおとす
75,31,じばく
75,36,じならし
75,42,ステルスロック
75,47,じしん
75,53,だいばくはつ
75,58,すてみタックル
75,64,ストーンエッジ
76,1,たいあたり
76,1,どろあそび
76,1,まるくなる
76,1,ロックカット
76,4,どろあそび
76,8,ロックカット
76,11,いわおとし
76,15,マグニチュード
76,18,ハードローラー
76,22,ロックブラスト
76,27,うちおとす
76,31,じばく
76,36,じならし
76,42,ステルスロック
76,47,じしん
76,53,だいばくはつ
76,58,すてみタックル
76,64,ストーンエッジ
76,69,ヘビーボンバー
77,1,たいあたり
77,1,なきごえ
77,4,しっぽをふる
77,9,ひのこ
77,13,かえんぐるま
77,17,ふみつけ
77,21,ニトロチャージ
77,25,ほのおのうず
77,29,とっしん
77,33,れんごく
77,37,こうそくいどう
77,41,だいもんじ
77,45,とびはねる
77,49,フレアドライブ
78,1,しっぽをふる
78,1,でんこうせっか
78,1,どくづき
78,1,なきごえ
78,1,ひのこ
78,1,メガホーン
78,4,しっぽをふる
78,9,ひのこ
78,13,かえんぐるま
78,17,ふみつけ
78,21,ニトロチャージ
78,25,ほのおのうず
78,29,とっしん
78,33,れんごく
78,37,こうそくいどう
78,40,みだれづき
78,41,だいもんじ
78,45,とびはねる
78,49,フレアドライブ
79,1,あくび
79,1,たいあたり
79,1,のろい
79,5,なきごえ
79,9,みずでっぽう
79,14,ねんりき
79,19,かなしばり
79,23,ずつき
79,28,みずのはどう
79,32,しねんのずつき
79,36,なまける
79,41,ドわすれ
79,45,サイコキネシス
79,49,あまごい
79,54,じこあんじ
79,58,いやしのはどう
80,1,あくび
80,1,たいあたり
80,1,なきごえ
80,1,のろい
80,5,なきごえ
80,9,みずでっぽう
80,14,ねんりき
80,19,かなしばり
80,23,ずつき
80,28,みずのはどう
80,32,しねんのずつき
80,36,なまける
80,37,からにこもる
80,43,ドわすれ
80,49,サイコキネシス
80,55,あまごい
80,62,じこあんじ
80,68,いやしのはどう
81,1,たいあたり
81,4,ちょうおんぱ
81,7,でんきショック
81,11,ソニックブーム
81,15,でんじは
81,18,マグネットボム
81,21,スパーク
81,25,ミラーショット
81,29,きんぞくおん
81,32,エレキボール
81,35,ラスターカノン
81,39,いやなおと
81,43,ほうでん
81,46,ロックオン
81,49,でんじふゆう
81,53,ジャイロボール
81,57,でんじほう
82,1,ソニックブーム
82,1,たいあたり
82,1,ちょうおんぱ
82,1,でんきショック
82,1,トライアタック
82,4,ちょうおんぱ
82,7,でんきショック
82,11,ソニックブーム
82,15,でんじは
82,18,マグネットボム
82,21,スパーク
82,25,ミラーショット
82,29,きんぞくおん
82,34,エレキボール
82,39,ラスターカノン
82,45,いやなおと
82,51,ほうでん
82,56,ロックオン
82,62,でんじふゆう
82,67,ジャイロボール
82,73,でんじほう
83,1,すなかけ
83,1,つつく
83,1,どくづき
83,1,にらみつける
83,1,れんぞくぎり
83,7,みだれづき
83,9,はたきおとす
83,13,つばめがえし
83,19,きりさく
83,21,エアカッター
83,25,つるぎのまい
83,31,こうそくいどう
83,33,つじぎり
83,37,アクロバット
83,43,フェイント
83,45,みねうち
83,49,エアスラッシュ
83,55,ブレイブバード
84,1,つつく
84,1,なきごえ
84,5,でんこうせっか
84,10,いかり
84,14,みだれづき
84,19,おいうち
84,23,さわぐ
84,28,つぼをつく
84,32,ダブルアタック
84,37,こうそくいどう
84,41,ドリルくちばし
84,46,がむしゃら
84,50,あばれる
85,1,いかり
85,1,ついばむ
85,1,つつく
85,1,でんこうせっか
85,1,なきごえ
85,5,でんこうせっか
85,10,いかり
85,14,みだれづき
85,19,おいうち
85,23,さわぐ
85,28,つぼをつく
85,34,トライアタック
85,41,こうそくいどう
85,47,ドリルくちばし
85,54,がむしゃら
85,60,あばれる
86,1,ずつき
86,3,なきごえ
86,7,みずあそび
86,11,こごえるかぜ
86,13,アンコール
86,17,こおりのつぶて
86,21,ねむる
86,23,アクアリング
86,27,オーロラビーム
86,31,アクアジェット
86,33,しおみず
86,37,とっしん
86,41,ダイビング
86,43,アクアテール
86,47,れいとうビーム
86,51,しんぴのまもり
86,53,あられ
87,1,こごえるかぜ
87,1,シグナルビーム
87,1,ずつき
87,1,なきごえ
87,3,なきごえ
87,7,シグナルビーム
87,11,こごえるかぜ
87,13,アンコール
87,17,こおりのつぶて
87,21,ねむる
87,23,アクアリング
87,27,オーロラビーム
87,31,アクアジェット
87,33,しおみず
87,34,ぜったいれいど
87,39,とっしん
87,45,ダイビング
87,49,アクアテール
87,55,れいとうビーム
87,61,しんぴのまもり
87,65,あられ
88,1,どくガス
88,1,はたく
88,4,かたくなる
88,7,どろかけ
88,12,かなしばり
88,15,ヘドロこうげき
88,18,ちいさくなる
88,21,どろばくだん
88,26,ヘドロばくだん
88,29,なげつける
88,32,いやなおと
88,37,ヘドロウェーブ
88,40,とける
88,43,ダストシュート
88,48,おきみやげ
89,1,かたくなる
89,1,どくガス
89,1,どろかけ
89,1,はたく
89,4,かたくなる
89,7,どろかけ
89,12,かなしばり
89,15,ヘドロこうげき
89,18,ちいさくなる
89,21,どろばくだん
89,26,ヘドロばくだん
89,29,なげつける
89,32,いやなおと
89,37,ヘドロウェーブ
89,43,とける
89,49,ダストシュート
89,57,おきみやげ
90,1,たいあたり
90,4,からにこもる
90,8,ちょうおんぱ
90,13,つららばり
90,16,まもる
90,20,にらみつける
90,25,からではさむ
90,28,こおりのつぶて
90,32,シェルブレード
90,37,オーロラビーム
90,40,うずしお
90,44,しおみず
90,49,てっぺき
90,52,れいとうビーム
90,56,からをやぶる
90,61,ハイドロポンプ
91,1,オーロラビーム
91,1,からにこもる
91,1,ちょうおんぱ
91,1,どくびし
91,1,まもる
91,13,とげキャノン
91,28,まきびし
91,52,つららおとし
92,1,さいみんじゅつ
92,1,したでなめる
92,5,うらみ
92,8,くろいまなざし
92,12,のろい
92,15,ナイトヘッド
92,19,あやしいひかり
92,22,ふいうち
92,26,しっぺがえし
92,29,シャドーボール
92,33,ゆめくい
92,36,あくのはどう
92,40,みちづれ
92,43,たたりめ
92,47,あくむ
93,1,うらみ
93,1,さいみんじゅつ
93,1,したでなめる
93,5,うらみ
93,8,くろいまなざし
93,12,のろい
93,15,ナイトヘッド
93,19,あやしいひかり
93,22,ふいうち
93,25,シャドーパンチ
93,28,しっぺがえし
93,33,シャドーボール
93,39,ゆめくい
93,44,あくのはどう
93,50,みちづれ
93,55,たたりめ
93,61,あくむ
94,1,うらみ
94,1,さいみんじゅつ
